taxonID	acceptedNameUsageID	taxonomicStatus	family	genus	specificEpithet	infraspecificEpithet	scientificName	taxonRank	scientificNameAuthorship	nameAccordingTo	nameAccordingToID	scientificNameID	namePublishedIn	references
kew-2513190		doubtful	Podostemaceae	Terniola	zeylanica		Terniola zeylanica	species	Tul.	WCSP (in review)		urn:lsid:ipni.org:names:688610-1		
kew-2605687		doubtful	Podostemaceae	Terniopsis	australis		Terniopsis australis	species	(C.Cusset & G.Cusset) M.Kato	WCSP (in review)		urn:lsid:ipni.org:names:77074757-1		
kew-2513175		doubtful	Podostemaceae	Terniopsis	brevis		Terniopsis brevis	species	M.Kato	WCSP (in review)			Acta Phytotax. Geobot., 57: 22, 2006	
kew-2897632		doubtful	Podostemaceae	Terniopsis	chanthaburiensis		Terniopsis chanthaburiensis	species	M.Kato & Koi	WCSP (in review)		urn:lsid:ipni.org:names:77102814-1		
kew-2513185		accepted	Podostemaceae	Terniopsis	malayana		Terniopsis malayana	species	(J.Dransf. & Whitmore) M.Kato	WCSP (in review)		urn:lsid:ipni.org:names:77074753-1		
kew-2897633		doubtful	Podostemaceae	Terniopsis	minor		Terniopsis minor	species	M.Kato & Koi	WCSP (in review)		urn:lsid:ipni.org:names:77102815-1		
kew-2513195		doubtful	Podostemaceae	Terniopsis	ramosa		Terniopsis ramosa	species	M.Kato	WCSP (in review)			Acta Phytotax. Geobot., 57: 24, 2006	
tro-25700134	kew-2756559	synonym	Podostemaceae	Terniopsis	sessilis		Terniopsis sessilis	species	Hsiu C. Chao	TRO	25700134	urn:lsid:ipni.org:names:928305-1		
kew-2685796		accepted	Boraginaceae	Buglossoides	gastonii		Buglossoides gastonii	species	(Benth.) I.M.Johnst.	WCSP (in review)		urn:lsid:ipni.org:names:113727-1		
kew-2685797		accepted	Boraginaceae	Buglossoides	glandulosa		Buglossoides glandulosa	species	(Velen.) R.Fern.	WCSP (in review)			Bot. J. Linn. Soc., 64: 379, 1971	
kew-2685798		accepted	Boraginaceae	Buglossoides	goulandriorum		Buglossoides goulandriorum	species	(Rech.f.) Govaerts	WCSP (in review)		urn:lsid:ipni.org:names:993577-1		
kew-2685799		accepted	Boraginaceae	Buglossoides	goulandriorum	thessalica	Buglossoides goulandriorum subsp. thessalica	subspecies	(Aldén) Govaerts	WCSP (in review)		urn:lsid:ipni.org:names:993578-1		
kew-2685800		accepted	Boraginaceae	Buglossoides	incrassata		Buglossoides incrassata	species	(Guss.) I.M.Johnst.	WCSP (in review)		urn:lsid:ipni.org:names:113729-1		
kew-2895661		accepted	Boraginaceae	Buglossoides	incrassata	splitgerberi	Buglossoides incrassata subsp. splitgerberi	subspecies	(Guss.) E.Zippel & Selvi	WCSP (in review)		urn:lsid:ipni.org:names:77099687-1	Selvi F, Cecchi L (2009) Typification of Names of Euro-Mediterranean Taxa of Boraginaceae Described by Italian Botanists. Taxon 58(2): 621-626. Retrieved from http://www.jstor.org/stable/27756898	http://www.jstor.org/stable/27756898
kew-2685801	kew-2679694	synonym	Boraginaceae	Buglossoides	laxiflora	parviflora	Buglossoides laxiflora var. parviflora	variety	Moris	WCSP (in review)			Fl. Sardoa, 3: 137, 1859	
kew-2685802		accepted	Boraginaceae	Buglossoides	minima		Buglossoides minima	species	(Moris) R.Fern.	WCSP (in review)			Bot. J. Linn. Soc., 64: 379, 1971	
kew-2685803	kew-2685790	synonym	Boraginaceae	Buglossoides	permixta		Buglossoides permixta	species	(Jord.) Holub	WCSP (in review)		urn:lsid:ipni.org:names:943162-1		
kew-2685804		accepted	Boraginaceae	Buglossoides	purpurocaerulea		Buglossoides purpurocaerulea	species	(L.) I.M.Johnst.	WCSP (in review)		urn:lsid:ipni.org:names:113731-1		
kew-2685805	kew-2685808	synonym	Boraginaceae	Buglossoides	ramosissima		Buglossoides ramosissima	species	Moench	WCSP (in review)		urn:lsid:ipni.org:names:113732-1		
kew-2685806	kew-2685791	synonym	Boraginaceae	Buglossoides	sibthorpiana		Buglossoides sibthorpiana	species	(Griseb.) Czerep.	WCSP (in review)		urn:lsid:ipni.org:names:984680-1		
kew-2685807	kew-2895661	synonym	Boraginaceae	Buglossoides	splitgerberi		Buglossoides splitgerberi	species	(Guss.) Brullo	WCSP (in review)		urn:lsid:ipni.org:names:942086-1		
kew-2685808		accepted	Boraginaceae	Buglossoides	tenuiflora		Buglossoides tenuiflora	species	(L.f.) I.M.Johnst.	WCSP (in review)		urn:lsid:ipni.org:names:113733-1		
kew-2685809		accepted	Boraginaceae	Buglossoides	zollingeri		Buglossoides zollingeri	species	(A.DC.) I.M.Johnst.	WCSP (in review)		urn:lsid:ipni.org:names:113734-1		
tro-50318148		accepted	Melastomataceae	Acinodendron	microcarpum		Acinodendron microcarpum	species	(DC.) Kuntze	TRO	50318148	urn:lsid:ipni.org:names:2952-2		
tro-50318149		accepted	Melastomataceae	Acinodendron	micropetalum		Acinodendron micropetalum	species	(Cogn.) Kuntze	TRO	50318149	urn:lsid:ipni.org:names:2953-2		
tro-50317765		accepted	Melastomataceae	Acinodendron	minutiflorum		Acinodendron minutiflorum	species	(Bonpl.) Kuntze	TRO	50317765	urn:lsid:ipni.org:names:2954-2		
tro-50318150		accepted	Melastomataceae	Acinodendron	miocarpum		Acinodendron miocarpum	species	(Naudin) Kuntze	TRO	50318150	urn:lsid:ipni.org:names:2955-2		
tro-50318151		accepted	Melastomataceae	Acinodendron	molestum		Acinodendron molestum	species	(Cogn.) Kuntze	TRO	50318151	urn:lsid:ipni.org:names:2956-2		
kew-2725650	kew-2725651	synonym	Ranunculaceae	Clematis	armandii	farquhariana	Clematis armandii f. farquhariana	f.	Rehder & E.H.Wilson	WCSP (in review)			Pl. Wilson., 1: 327, 1913	
kew-2725651		accepted	Ranunculaceae	Clematis	armandii	farquhariana	Clematis armandii var. farquhariana	variety	(Rehder & E.H.Wilson) W.T.Wang	WCSP (in review)		urn:lsid:ipni.org:names:1001204-1		
kew-2725652		accepted	Ranunculaceae	Clematis	armandii	hefengensis	Clematis armandii var. hefengensis	variety	(G.F.Tao) W.T.Wang	WCSP (in review)		urn:lsid:ipni.org:names:967010-1		
kew-2725653	kew-2726889	synonym	Ranunculaceae	Clematis	armandii	pinfaensis	Clematis armandii var. pinfaensis	variety	Finet & Gagnep.	WCSP (in review)			J. Bot. (Morot), 21: 16, 1908	
kew-2725654		accepted	Ranunculaceae	Clematis	armandii	retusifolia	Clematis armandii var. retusifolia	variety	(J.Q.Fu & S.B.Ho) W.T.Wang	WCSP (in review)		urn:lsid:ipni.org:names:70028394-1		
tro-50041987		accepted	Dryopteridaceae	Elaphoglossum	ramosissimum		Elaphoglossum ramosissimum	species	(Fée) T. Moore	TRO	50041987	urn:lsid:ipni.org:names:17105090-1		
tro-26607884	tro-26607208	synonym	Dryopteridaceae	Elaphoglossum	rampans		Elaphoglossum rampans	species	(Baker) Christ	TRO	26607884	urn:lsid:ipni.org:names:89295-2		
ifn-34173		doubtful	Dryopteridaceae	Elaphoglossum	randii		Elaphoglossum randii	species	Alston & Schelpe	IPNI	17393740-1	urn:lsid:ipni.org:names:17393740-1		
tro-50166755		doubtful	Dryopteridaceae	Elaphoglossum	rapense		Elaphoglossum rapense	species	Copel.	TRO	50166755	urn:lsid:ipni.org:names:17393750-1		
