OriginalID,Rank,Family,Genus,Species,
2448,Genus,Piperaceae,Piper,,
2449,Species,Piperaceae,Piper,amalago,
2450,Genus,Polygalaceae,Monnina,,
2451,Species,Polygalaceae,Polygala,gracillima,
2452,Species,Polygonaceae,Persicaria,punctata,
2453,Genus,Polypodiaceae,Campyloneurum,,
2454,Species,Polypodiaceae,Campyloneurum,angustifolium,
2455,Species,Polypodiaceae,Campyloneurum,phyllitidis,
2456,Species,Polypodiaceae,Campyloneurum,xalapense,
2457,Genus,Polypodiaceae,Pecluma,,
2458,Species,Polypodiaceae,Pecluma,alfredii,
2459,Genus,Polypodiaceae,Phlebodium,,
2460,Species,Polypodiaceae,Phlebodium,areolatum,
2461,Genus,Polypodiaceae,Pleopeltis,,
2462,Species,Polypodiaceae,Pleopeltis,angusta,
2463,Species,Polypodiaceae,Pleopeltis,astrolepis,
2464,Species,Polypodiaceae,Pleopeltis,mexicana,
2465,Species,Polypodiaceae,Polypodium,madrense,
2466,Species,Polypodiaceae,Polypodium,platylepis,
2467,Species,Polypodiaceae,Polypodium,sanctae-rosae,
2468,Species,Polypodiaceae,Polypodium,subpetiolatum,
2469,Species,Piperaceae,Piper,umbellatum,
2470,Species,Ranunculaceae,Ranunculus,petiolaris,
2471,Species,Rhamnaceae,Rhamnus,hintonii,
2472,Genus,Apiaceae,Donnellsmithia,,
2473,Species,Apiaceae,Donnellsmithia,juncea,
2474,Species,Apiaceae,Sanicula,liberta,
2475,Genus,Urticaceae,Phenax,,
2476,Species,Urticaceae,Phenax,hirtus,
2477,Species,Verbenaceae,Verbena,carolina,
2478,Species,Violaceae,Viola,grahamii,
2479,Genus,Araliaceae,Raukaua,,
2480,Species,Araliaceae,Raukaua,laetevirens,
2481,Species,Betulaceae,Betula,michauxii,
2482,Species,Bignoniaceae,Tecoma,stans,
2483,Species,Brassicaceae,Draba,cana,
2484,Genus,Compositae,Barnadesia,,
2485,Species,Compositae,Barnadesia,horrida,
2486,Species,Caprifoliaceae,Scabiosa,comosa,
2487,Species,Compositae,Aster,alpinus,
2488,Species,Leguminosae,Hedysarum,gmelinii,
2489,Species,Ranunculaceae,Ranunculus,japonicus,
2490,Species,Saxifragaceae,Saxifraga,hirculus,
2491,Species,Celastraceae,Parnassia,laxmannii,
2492,Species,Orobanchaceae,Pedicularis,longiflora,
2493,Species,Orobanchaceae,Pedicularis,rubens,
2494,Species,Plantaginaceae,Linaria,acutiloba,
2495,Species,Rubiaceae,Galium,verum,
2496,Genus,Rosaceae,Spiraea,,
2497,Species,Rosaceae,Spiraea,media,
2498,Species,Rosaceae,Potentilla,supina,
2499,Species,Ranunculaceae,Thalictrum,petaloideum,
2500,Species,Ranunculaceae,Aquilegia,sibirica,
2501,Species,Ranunculaceae,Anemone,narcissiflora,
2502,Genus,Ranunculaceae,Delphinium,,
2503,Species,Ranunculaceae,Delphinium,grandiflorum,
2504,Species,Ranunculaceae,Aconitum,barbatum,
2505,Genus,Ranunculaceae,Pulsatilla,,
2506,Species,Ranunculaceae,Trollius,asiaticus,
2507,Genus,Caprifoliaceae,Patrinia,,
2508,Species,Caprifoliaceae,Patrinia,sibirica,
2509,Genus,Thymelaeaceae,Stellera,,
2510,Species,Thymelaeaceae,Stellera,chamaejasme,
2511,Genus,Primulaceae,Androsace,,
2512,Species,Primulaceae,Androsace,septentrionalis,
2513,Species,Polygonaceae,Rumex,thyrsiflorus,
2514,Genus,Polygonaceae,Rheum,,
2515,Species,Polygonaceae,Rheum,rhabarbarum,
2516,Species,Papaveraceae,Papaver,canescens,
2517,Species,Amaryllidaceae,Allium,altaicum,
2518,Species,Amaryllidaceae,Allium,leucocephalum,
2519,Species,Lamiaceae,Thymus,dahuricus,
2520,Genus,Lamiaceae,Dracocephalum,,
2521,Species,Lamiaceae,Dracocephalum,fragile,
2522,Species,Lamiaceae,Dracocephalum,grandiflorum,
2523,Species,Lamiaceae,Scutellaria,scordiifolia,
2524,Species,Grossulariaceae,Ribes,petraeum,
2525,Species,Grossulariaceae,Ribes,altissimum,
2526,Species,Gentianaceae,Gentiana,crassicaulis,
2527,Species,Gentianaceae,Gentiana,squarrosa,
2528,Species,Gentianaceae,Gentiana,decumbens,
2529,Genus,Gentianaceae,Swertia,,
2530,Species,Gentianaceae,Swertia,marginata,
2531,Species,Leguminosae,Astragalus,inopinatus,
2532,Species,Leguminosae,Oxytropis,coerulea,
2533,Species,Leguminosae,Astragalus,propinquus,
2534,Species,Leguminosae,Vicia,multicaulis,
2535,Species,Leguminosae,Hedysarum,inundatum,
2536,Species,Leguminosae,Oxytropis,adamsiana,
2537,Species,Leguminosae,Trifolium,lupinaster,
2538,Species,Leguminosae,Onobrychis,arenaria,
2539,Species,Leguminosae,Vicia,venosa,
2540,Species,Convolvulaceae,Convolvulus,ammannii,
2541,Genus,Caryophyllaceae,Eremogone,,
2542,Species,Caryophyllaceae,Eremogone,capillaris,
2543,Species,Caryophyllaceae,Silene,repens,
2544,Species,Caryophyllaceae,Stellaria,dichotoma,
2545,Species,Caryophyllaceae,Dianthus,chinensis,
2546,Species,Caprifoliaceae,Lonicera,caerulea,
2547,Species,Brassicaceae,Isatis,oblongata,
2548,Genus,Brassicaceae,Arabis,,
2549,Species,Brassicaceae,Arabis,stelleri,
2550,Genus,Brassicaceae,Thlaspi,,
2551,Species,Brassicaceae,Thlaspi,cochleariforme,
2552,Species,Brassicaceae,Erysimum,altaicum,
2553,Species,Brassicaceae,Rorippa,palustris,
2554,Genus,Apiaceae,Conioselinum,,
2555,Species,Apiaceae,Conioselinum,longifolium,
2556,Genus,Apiaceae,Seseli,,
2557,Species,Apiaceae,Seseli,condensatum,
2558,Species,Apiaceae,Aegopodium,alpestre,
2559,Species,Betulaceae,Betula,platyphylla,
2560,Genus,Compositae,Chrysanthemum,,
2561,Species,Compositae,Chrysanthemum,zawadskii,
2562,Species,Compositae,Artemisia,mongolica,
2563,Species,Compositae,Artemisia,tanacetifolia,
2564,Genus,Compositae,Tephroseris,,
2565,Species,Compositae,Tephroseris,turczaninovii,
2566,Species,Compositae,Artemisia,commutata,
2567,Species,Compositae,Artemisia,dracunculus,
2568,Species,Compositae,Artemisia,phaeolepis,
2569,Species,Compositae,Achillea,asiatica,
